,순번,영화명,감독,제작사,배급사,개봉일,영화유형,영화형태,국적,전국,전국.1,전국.2,서울,서울.1,장르,등급,영화구분
16,17.0,엑시트,이상근,"(주)외유내강,(주)필름케이",씨제이이앤엠(주),2019-07-31,개봉영화,장편,한국,"1,660","79,232,012,162","9,426,011","18,533,549,352","2,132,869",코미디,12세이상관람가,일반영화
17,18.0,관상,한재림,"(주)주피터필름,(주)쇼박스",(주)쇼박스,2013-09-11,개봉영화,장편,한국,"1,190","66,005,451,500","9,134,586","19,311,179,000","2,561,744",사극,15세이상관람가,일반영화
18,19.0,설국열차,봉준호,"(주)모호필름,오퍼스픽쳐스(유)",씨제이이앤엠(주),2013-08-01,개봉영화,장편,한국,"1,128","64,016,480,000","8,914,845","18,975,866,000","2,550,437",SF,15세이상관람가,일반영화
19,20.0,수상한 그녀,황동혁,"(주)예인플러스엔터테인먼트,아이앤코스모스(주)시네와이즈필름",씨제이이앤엠(주),2014-01-22,개봉영화,장편,한국,692,"62,696,639,249","8,656,397","15,358,810,049","2,042,110",드라마,15세이상관람가,일반영화
20,21.0,해적: 바다로 간 산적,이석훈,(주)하리마오픽쳐스,롯데쇼핑㈜롯데엔터테인먼트,2014-08-06,개봉영화,장편,한국,838,"66,240,631,706","8,646,758","14,906,345,006","1,868,694",어드벤처,12세이상관람가,일반영화
21,22.0,국가대표,김용화,케이엠컬쳐㈜,(주)쇼박스,2009-07-29,개봉영화,장편,한국,580,"60,896,633,308","8,487,894","16,782,332,500","2,213,346",드라마,12세이상관람가,일반영화
22,23.0,히말라야,이석훈,(주)제이케이필름,씨제이이앤엠(주),2015-12-16,개봉영화,장편,한국,"1,009","60,173,583,015","7,759,473","13,920,553,930","1,738,016",드라마,12세이상관람가,일반영화
23,24.0,밀정,김지운,"(주)다크서클픽쳐스,워너브러더스 코리아(주),(주)영화사하얼빈",워너브러더스 코리아(주),2016-09-07,개봉영화,장편,한국,"1,444","61,158,644,831","7,487,545","15,436,298,021","1,827,424",액션,15세이상관람가,일반영화
24,25.0,최종병기 활,김한민,"(주)디씨지플러스,(주)다세포클럽",롯데쇼핑㈜롯데엔터테인먼트,2011-08-10,개봉영화,장편,한국,615,"55,808,856,500","7,466,976","16,139,541,000","2,059,847",사극,15세이상관람가,일반영화
25,26.0,써니,강형철,"(주)알로하픽쳐스,(주)토일렛픽쳐스",씨제이이앤엠(주),2011-05-04,개봉영화,장편,한국,472,"53,773,170,600","7,328,820","15,401,904,600","2,004,824",드라마,15세이상관람가,일반영화
26,27.0,1987,장준환,(주)우정필름,씨제이이앤엠(주),2017-12-27,개봉영화,장편,한국,"1,299","58,165,581,145","7,231,638","14,638,920,495","1,776,877",드라마,15세이상관람가,일반영화
27,28.0,베를린,류승완,"(주)외유내강,씨제이이앤엠(주)",씨제이이앤엠(주),2013-01-30,개봉영화,장편,한국,894,"52,354,931,637","7,166,199","16,070,379,637","2,118,794",액션,15세이상관람가,일반영화
28,29.0,터널,김성훈,"(주)어나더썬데이,(주)비에이엔터테인먼트",(주)쇼박스,2016-08-10,개봉영화,장편,한국,"1,105","57,510,324,417","7,118,592","14,121,558,017","1,675,010",드라마,12세이상관람가,일반영화
29,30.0,내부자들,우민호,(유)내부자들 문화전문회사,(주)쇼박스,2015-11-19,개봉영화,장편,한국,"1,075","56,596,582,057","7,071,763","16,340,245,357","1,972,885",범죄,청소년관람불가,일반영화
30,31.0,인천상륙작전,이재한,(주)태원엔터테인먼트,씨제이이앤엠(주),2016-07-27,개봉영화,장편,한국,"1,049","55,101,410,303","7,049,643","11,459,996,563","1,427,944",전쟁,12세이상관람가,일반영화
31,32.0,럭키,이계벽,(주)용필름,(주)쇼박스,2016-10-13,개봉영화,장편,한국,"1,158","56,361,435,256","6,965,706","13,812,629,836","1,640,015",코미디,15세이상관람가,일반영화
32,33.0,은밀하게 위대하게,장철수,(주)엠씨엠씨,(주)쇼박스,2013-06-05,개봉영화,장편,한국,"1,341","48,663,939,413","6,953,800","12,415,574,413","1,691,014",액션,15세이상관람가,일반영화
33,34.0,곡성,나홍진,"(주)사이드미러,이십세기폭스 인터내셔널 프로덕션",이십세기폭스코리아(주),2016-05-12,개봉영화,장편,한국,"1,485","55,853,108,382","6,878,264","15,445,041,342","1,829,923",미스터리,15세이상관람가,일반영화
34,35.0,범죄도시,강윤성,"(주)홍필름,(주)비에이엔터테인먼트","메가박스중앙(주)플러스엠,(주)키위미디어그룹",2017-10-03,개봉영화,장편,한국,"1,315","56,077,813,249","6,851,297","14,046,905,449","1,670,254",범죄,청소년관람불가,일반영화
35,36.0,늑대소년,조성희,(주)영화사비단길,씨제이이앤엠(주),2012-10-31,개봉영화,장편,한국,706,"46,593,107,500","6,654,837","12,336,313,500","1,677,173",멜로/로맨스,15세이상관람가,일반영화
36,37.0,군함도,류승완,"(주)외유내강,(주)필름케이",씨제이이앤엠(주),2017-07-26,개봉영화,장편,한국,"2,027","50,510,565,168","6,592,151","11,091,878,868","1,398,649",액션,15세이상관람가,일반영화
37,38.0,백두산,"이해준,김병서","주식회사 덱스터 픽쳐스,(주)퍼펙트스톰필름,씨제이이앤엠(주)","씨제이이앤엠(주),(주)덱스터스튜디오",2019-12-19,개봉영화,장편,한국,"1,971","52,905,789,770","6,290,502","11,465,394,430","1,318,183",어드벤처,12세이상관람가,일반영화
38,39.0,아저씨,이정범,오퍼스픽쳐스(유),씨제이엔터테인먼트,2010-08-04,개봉영화,장편,한국,478,"47,870,792,359","6,282,774","14,820,865,000","1,863,328",액션,청소년관람불가,일반영화
39,40.0,사도,이준익,(주)타이거픽쳐스,(주)쇼박스,2015-09-16,개봉영화,장편,한국,"1,210","48,842,902,501","6,246,849","12,987,928,301","1,606,486",사극,12세이상관람가,일반영화
40,41.0,전우치,최동훈,영화사 집,씨제이엔터테인먼트,2009-12-23,개봉영화,장편,한국,606,"44,605,437,017","6,136,928","12,917,834,500","1,684,123",액션,12세이상관람가,일반영화
41,42.0,연평해전,김학순,(주)로제타시네마,(주)넥스트엔터테인먼트월드(NEW),2015-06-24,개봉영화,장편,한국,"1,013","45,560,620,330","6,043,458","9,906,059,630","1,265,879",드라마,12세이상관람가,일반영화
42,43.0,청년경찰,김주환,"(주)무비락,(주)도서관옆스튜디오,베리굿스튜디오(주)",롯데쇼핑㈜롯데엔터테인먼트,2017-08-09,개봉영화,장편,한국,"1,102","44,241,099,316","5,636,259","9,885,607,016","1,207,318",액션,15세이상관람가,일반영화
43,44.0,숨바꼭질,허정,(주)드림캡쳐,(주)넥스트엔터테인먼트월드(NEW),2013-08-14,개봉영화,장편,한국,779,"39,593,038,500","5,602,543","10,079,982,000","1,356,936",스릴러,15세이상관람가,일반영화
44,45.0,덕혜옹주,허진호,"(주)하이브미디어코프,(주)영화사호필름 ,(주)디씨지플러스",롯데쇼핑㈜롯데엔터테인먼트,2016-08-03,개봉영화,장편,한국,964,"44,344,141,109","5,593,551","10,625,578,869","1,304,324",사극,12세이상관람가,일반영화
45,46.0,더 테러 라이브,김병우,(주)씨네이천,롯데쇼핑㈜롯데엔터테인먼트,2013-07-31,개봉영화,장편,한국,743,"39,866,712,881","5,583,596","11,349,884,881","1,525,130",범죄,15세이상관람가,일반영화
46,47.0,의형제,장훈,"(주)쇼박스,(주)다세포클럽,루비콘픽쳐스㈜",(주)쇼박스,2010-02-04,개봉영화,장편,한국,572,"40,800,867,602","5,507,106","12,204,373,500","1,563,042",드라마,15세이상관람가,일반영화
47,48.0,감시자들,"조의석,김병서",영화사 집,(주)넥스트엔터테인먼트월드(NEW),2013-07-03,개봉영화,장편,한국,949,"39,298,005,179","5,496,547","11,031,549,179","1,477,594",범죄,15세이상관람가,일반영화
48,49.0,검은 사제들,장재현,영화사 집,씨제이이앤엠(주),2015-11-05,개봉영화,장편,한국,"1,088","42,395,347,092","5,440,945","11,618,059,792","1,428,491",미스터리,15세이상관람가,일반영화
49,50.0,안시성,김광식,"(주)영화사수작,(주)스튜디오앤뉴,모티브픽쳐스(주)",(주)넥스트엔터테인먼트월드(NEW),2018-09-19,개봉영화,장편,한국,"1,540","46,335,334,026","5,440,186","10,028,662,426","1,146,191",사극,12세이상관람가,일반영화
50,51.0,완득이,이한,"(주)유비유필름,어나더픽쳐스(주)",씨제이이앤엠(주),2011-10-20,개봉영화,장편,한국,500,"38,530,503,500","5,310,510","11,657,798,500","1,525,277",드라마,12세이상관람가,일반영화
51,52.0,완벽한 타인,이재규,"(주)필름몬스터,드라마하우스(주)",롯데컬처웍스(주)롯데엔터테인먼트,2018-10-31,개봉영화,장편,한국,"1,313","44,356,752,474","5,294,119","11,870,044,374","1,373,292",드라마,15세이상관람가,일반영화
52,53.0,타워,김지훈,"씨제이이앤엠(주),(주)더타워픽쳐스",씨제이이앤엠(주),2012-12-25,개봉영화,장편,한국,617,"37,654,858,000","5,181,014","9,052,298,500","1,186,378",드라마,12세이상관람가,일반영화
53,54.0,독전,이해영,(주)용필름,(주)넥스트엔터테인먼트월드(NEW),2018-05-22,개봉영화,장편,한국,"1,357","43,484,892,913","5,063,620","10,658,158,413","1,201,461",범죄,15세이상관람가,일반영화
54,55.0,공작,윤종빈,"(주)영화사 월광,(주)사나이픽처스",씨제이이앤엠(주),2018-08-08,개봉영화,장편,한국,"1,317","42,759,410,176","4,971,261","10,296,507,676","1,158,151",드라마,12세이상관람가,일반영화
55,56.0,마스터,조의석,영화사 집,씨제이이앤엠(주),2016-12-21,개봉영화,장편,한국,"1,501","39,811,539,665","4,940,091","10,117,278,965","1,213,122",액션,15세이상관람가,일반영화
56,57.0,바람과 함께 사라지다,김주호,"(주)두타연,(주)에이디사공육",(주)넥스트엔터테인먼트월드(NEW),2012-08-08,개봉영화,장편,한국,694,"34,524,377,161","4,897,551","8,302,901,161","1,122,802",코미디,12세이상관람가,일반영화
57,58.0,조선명탐정 : 각시투구꽃의 비밀,김석윤,청년필름(주),(주)쇼박스,2011-01-27,개봉영화,장편,한국,611,"35,841,769,500","4,786,259","10,712,744,000","1,363,857",코미디,12세이상관람가,일반영화
58,59.0,봉오동 전투,원신연,"(주)빅스톤픽쳐스,(주)더블유픽처스,(주)쇼박스",(주)쇼박스,2019-08-07,개봉영화,장편,한국,"1,476","40,514,276,538","4,779,501","7,782,799,628","891,383",사극,15세이상관람가,일반영화
59,60.0,군도: 민란의 시대,윤종빈,"(주)영화사 월광,(주)쇼박스",(주)쇼박스,2014-07-23,개봉영화,장편,한국,"1,394","36,987,755,999","4,774,895","9,976,707,399","1,239,945",사극,15세이상관람가,일반영화
60,61.0,범죄와의 전쟁: 나쁜놈들 전성시대,윤종빈,"(주)팔레트픽처스,(주)쇼박스",(주)쇼박스,2012-02-02,개봉영화,장편,한국,699,"36,479,147,500","4,710,454","11,716,858,500","1,451,900",범죄,청소년관람불가,일반영화
61,62.0,신세계,박훈정,"(주)사나이픽처스,(주)페퍼민트앤컴퍼니,(주)대명문화공장,(주)파트너스케이",(주)넥스트엔터테인먼트월드(NEW),2013-02-21,개봉영화,장편,한국,671,"34,881,330,905","4,682,492","11,114,978,905","1,435,648",범죄,청소년관람불가,일반영화
62,63.0,도가니,황동혁,"(주)삼거리픽쳐스,(주)판타지오",씨제이이앤엠(주),2011-09-22,개봉영화,장편,한국,644,"35,566,854,800","4,662,822","10,141,606,500","1,267,508",드라마,청소년관람불가,일반영화
63,64.0,내 아내의 모든 것,민규동,"(주)수필름,영화사 집",(주)넥스트엔터테인먼트월드(NEW),2012-05-17,개봉영화,장편,한국,563,"34,222,160,500","4,598,583","11,547,286,500","1,475,165",코미디,15세이상관람가,일반영화
64,65.0,나쁜 녀석들: 더 무비,손용호,"씨제이이앤엠(주),(주)영화사비단길",씨제이이앤엠(주),2019-09-11,개봉영화,장편,한국,"1,511","39,560,195,124","4,573,902","8,008,441,184","905,239",범죄,15세이상관람가,일반영화
65,66.0,연가시,박정우,(주)오죤필름,씨제이이앤엠(주),2012-07-05,개봉영화,장편,한국,759,"32,154,766,664","4,513,026","7,819,583,000","1,040,068",공포(호러),15세이상관람가,일반영화
66,67.0,강철비,양우석,"(주)와이웍스엔터테인먼트,(주)모팩",(주)넥스트엔터테인먼트월드(NEW),2017-12-14,개봉영화,장편,한국,"1,426","35,477,912,466","4,451,336","8,694,723,516","1,060,541",액션,15세이상관람가,일반영화
67,68.0,판도라,박정우,(주)씨에이씨엔터테인먼트,(주)넥스트엔터테인먼트월드(NEW),2016-12-07,개봉영화,장편,한국,"1,166","33,861,718,164","4,302,032","6,941,358,164","846,904",드라마,12세이상관람가,일반영화
68,69.0,아가씨,박찬욱,"유한회사 아가씨에프에스,(주)모호필름,(주)용필름",씨제이이앤엠(주),2016-06-01,개봉영화,장편,한국,"1,171","35,114,332,791","4,277,071","10,881,501,871","1,283,972",스릴러,청소년관람불가,일반영화
69,70.0,용의자,원신연,"(주)그린피쉬,(주)쇼박스",(주)쇼박스,2013-12-24,개봉영화,장편,한국,807,"30,037,161,000","4,131,248","7,563,772,000","997,760",액션,15세이상관람가,일반영화
70,71.0,건축학개론,이용주,(주)명필름,롯데쇼핑㈜롯데엔터테인먼트,2012-03-22,개봉영화,장편,한국,593,"30,219,800,500","4,110,645","11,003,948,000","1,431,173",멜로/로맨스,12세이상관람가,일반영화
71,72.0,7급 공무원,신태라,"(주)하리마오픽쳐스,(주)영화사수작,(주)디씨지플러스",롯데쇼핑㈜롯데엔터테인먼트,2009-04-22,개봉영화,장편,한국,475,"26,701,311,856","4,088,799","8,090,460,000","1,173,540",코미디,12세이상관람가,일반영화
72,73.0,댄싱퀸,이석훈,"(주)제이케이필름,씨제이이앤엠(주)",씨제이이앤엠(주),2012-01-18,개봉영화,장편,한국,534,"30,129,259,500","4,057,546","8,223,006,000","1,055,086",코미디,12세이상관람가,일반영화
73,74.0,꾼,장창원,(주)영화사두둥,(주)쇼박스,2017-11-22,개봉영화,장편,한국,"1,314","31,313,568,795","4,018,341","7,524,464,445","931,901",범죄,15세이상관람가,일반영화
74,75.0,타짜-신의 손,강형철,(주)싸이더스,"롯데쇼핑㈜롯데엔터테인먼트,(주)싸이더스",2014-09-03,개봉영화,장편,한국,890,"32,267,244,827","4,001,813","8,495,857,527","1,016,403",드라마,청소년관람불가,일반영화
75,76.0,박수건달,조진규,"주식회사 제이앤피,박수건달문화산업전문(유),(주)쇼박스",(주)쇼박스,2013-01-09,개봉영화,장편,한국,599,"28,343,986,569","3,893,216","6,808,915,069","894,127",코미디,15세이상관람가,일반영화
76,77.0,과속스캔들,강형철,"(주)토일렛픽쳐스,(주)디씨지플러스",롯데쇼핑㈜롯데엔터테인먼트,2008-12-03,개봉영화,장편,한국,405,"25,486,062,201","3,892,350","7,670,048,500","1,106,559",코미디,12세이상관람가,일반영화
77,78.0,조선명탐정 : 사라진 놉의 딸,김석윤,청년필름(주),(주)쇼박스,2015-02-11,개봉영화,장편,한국,811,"30,456,879,428","3,872,015","6,908,501,928","845,522",사극,12세이상관람가,일반영화
78,79.0,역린,이재규,"굿초이스컷픽쳐스(주),(주)파파스필름",롯데쇼핑㈜롯데엔터테인먼트,2014-04-30,개봉영화,장편,한국,"1,054","29,893,297,890","3,849,433","8,426,821,290","1,044,988",사극,15세이상관람가,일반영화
79,80.0,남한산성,황동혁,(주)싸이런픽쳐스,씨제이이앤엠(주),2017-10-03,개봉영화,장편,한국,"1,229","31,067,321,992","3,829,891","7,375,553,392","889,444",사극,15세이상관람가,일반영화
80,81.0,암수살인,김태균,"(주)필름295,(주)블러썸픽쳐스",(주)쇼박스,2018-10-03,개봉영화,장편,한국,"1,177","32,855,895,548","3,772,620","7,777,232,448","862,386",범죄,15세이상관람가,일반영화
81,82.0,국가부도의 날,최국희,영화사 집,씨제이이앤엠(주),2018-11-28,개봉영화,장편,한국,"1,180","30,891,765,837","3,754,983","7,993,870,137","937,443",드라마,12세이상관람가,일반영화
82,83.0,82년생 김지영,김도영,(주)봄바람영화사,롯데컬처웍스(주)롯데엔터테인먼트,2019-10-23,개봉영화,장편,한국,"1,486","30,298,542,310","3,678,156","8,396,050,370","994,663",드라마,12세이상관람가,일반영화
83,84.0,귀향,조정래,주식회사 제이오엔터테인먼트코리아,(주)와우픽쳐스,2016-02-24,개봉영화,장편,한국,876,"27,245,051,990","3,586,523","6,310,471,892","801,788",드라마,15세이상관람가,일반영화
84,85.0,신의 한 수,조범구,"(주)메이스엔터테인먼트,(주)아지트필름",(주)쇼박스,2014-07-03,개봉영화,장편,한국,794,"28,777,712,256","3,562,123","8,104,315,156","965,372",범죄,청소년관람불가,일반영화
85,86.0,부러진 화살,정지영,(주)아우라픽처스,(주)넥스트엔터테인먼트월드(NEW),2012-01-18,개봉영화,장편,한국,453,"25,878,110,500","3,450,941","7,619,815,000","972,059",드라마,15세이상관람가,일반영화
86,87.0,끝까지 간다,김성훈,"(주)에이디사공육,(주)다세포클럽",(주)쇼박스,2014-05-29,개봉영화,장편,한국,645,"27,006,007,900","3,450,143","7,567,987,400","927,324",액션,15세이상관람가,일반영화
87,88.0,스파이,이승준,"(주)제이케이필름,씨제이이앤엠(주)",씨제이이앤엠(주),2013-09-05,개봉영화,장편,한국,785,"24,436,429,305","3,423,920","5,483,475,805","733,029",액션,15세이상관람가,일반영화
88,89.0,그것만이 내 세상,최성현,"(주)제이케이필름,씨제이이앤엠(주)",씨제이이앤엠(주),2018-01-17,개봉영화,장편,한국,862,"27,441,213,382","3,417,629","6,258,257,482","759,455",코미디,12세이상관람가,일반영화
89,90.0,이끼,강우석,"(주)시네마서비스,㈜렛츠필름,(주)시네마서비스글로벌",씨제이엔터테인먼트,2010-07-14,개봉영화,장편,한국,736,"25,856,306,126","3,408,144","8,251,736,000","1,044,532",드라마,청소년관람불가,일반영화
90,91.0,돈,박누리,"(주)사나이픽처스,(주)영화사 월광",(주)쇼박스,2019-03-20,개봉영화,장편,한국,"1,431","28,869,614,062","3,389,035","7,287,586,982","833,513",범죄,15세이상관람가,일반영화
91,92.0,포화속으로,이재한,"(주)태원엔터테인먼트,(주)유비유필름,(주)에이치 플러스",롯데쇼핑㈜롯데엔터테인먼트,2010-06-16,개봉영화,장편,한국,736,"24,217,600,897","3,385,706","6,203,066,000","822,965",드라마,12세이상관람가,일반영화
92,93.0,악인전,이원태,(주)비에이엔터테인먼트,"(주)에이스메이커무비웍스,(주)키위미디어그룹",2019-05-15,개봉영화,장편,한국,"1,307","29,128,292,150","3,364,079","6,407,047,240","722,563",범죄,청소년관람불가,일반영화
93,94.0,쌍화점,유하,오퍼스픽쳐스(유),(주)쇼박스,2008-12-30,개봉영화,장편,한국,499,"22,711,932,935","3,328,944","7,272,540,500","1,015,179",드라마,청소년관람불가,일반영화
94,95.0,아이 캔 스피크,김현석,"주식회사 영화사 시선,(주)명필름","롯데쇼핑㈜롯데엔터테인먼트,(주)리틀빅픽쳐스",2017-09-21,개봉영화,장편,한국,"1,140","25,532,214,986","3,280,243","6,409,220,686","796,658",코미디,12세이상관람가,일반영화
95,96.0,마녀,박훈정,"(주)영화사 금월,(주)페퍼민트앤컴퍼니",워너브러더스 코리아(주),2018-06-27,개봉영화,장편,한국,"1,117","27,242,029,463","3,189,091","6,459,959,863","732,154",미스터리,15세이상관람가,일반영화
96,97.0,탐정: 리턴즈,이언희,(주)크리픽쳐스,씨제이이앤엠(주),2018-06-13,개봉영화,장편,한국,"1,041","26,865,721,678","3,148,038","5,989,673,378","680,077",코미디,15세이상관람가,일반영화
97,98.0,퀵,조범구,"(주)제이케이필름,씨제이이앤엠(주)",씨제이이앤엠(주),2011-07-20,개봉영화,장편,한국,512,"22,960,890,000","3,125,069","5,353,417,500","692,405",코미디,15세이상관람가,일반영화
98,99.0,감기,김성수,"아이러브시네마,(주)아이필름홀딩스,씨제이이앤엠(주)",아이러브시네마,2013-08-14,개봉영화,장편,한국,806,"21,784,202,000","3,119,023","4,692,878,000","638,882",드라마,15세이상관람가,일반영화
99,100.0,하모니,강대규,(주)제이케이필름,씨제이엔터테인먼트,2010-01-28,개봉영화,장편,한국,405,"21,992,266,198","3,068,544","5,451,128,000","718,993",드라마,12세이상관람가,일반영화
100,101.0,거북이 달린다,이연우,(주)씨네이천,(주)쇼박스,2009-06-11,개봉영화,장편,한국,379,"20,857,347,292","3,059,812","6,785,771,000","942,277",드라마,15세이상관람가,일반영화
101,102.0,스물,이병헌,"(주)영화나무,(주)아이에이치큐",(주)넥스트엔터테인먼트월드(NEW),2015-03-25,개봉영화,장편,한국,926,"23,558,988,686","3,044,134","5,990,587,486","740,243",코미디,15세이상관람가,일반영화
102,103.0,방자전,김대우,"(주)바른손이앤에이,시오필름(주),(주)더타워픽쳐스",씨제이엔터테인먼트,2010-06-02,개봉영화,장편,한국,512,"22,853,629,794","3,035,116","7,700,850,000","975,688",사극,청소년관람불가,일반영화
103,104.0,마더,봉준호,(주)바른손이앤에이,씨제이엔터테인먼트,2009-05-28,개봉영화,장편,한국,648,"20,195,373,838","3,013,523","7,430,891,000","1,060,010",드라마,청소년관람불가,일반영화
104,105.0,오싹한 연애,황인호,상상필름(주),씨제이이앤엠(주),2011-12-01,개봉영화,장편,한국,469,"21,965,313,000","3,001,530","6,146,203,500","797,727",공포(호러),12세이상관람가,일반영화
105,106.0,형,권수경,굿초이스컷픽쳐스(주),씨제이이앤엠(주),2016-11-23,개봉영화,장편,한국,993,"23,113,768,293","2,979,659","5,470,616,143","673,565",코미디,12세이상관람가,일반영화
106,107.0,친구 2,곽경택,"(주)트리니티엔터테인먼트,(주)제이콘컴퍼니",롯데쇼핑㈜롯데엔터테인먼트,2013-11-14,개봉영화,장편,한국,968,"21,804,687,513","2,971,475","5,171,825,013","675,887",액션,청소년관람불가,일반영화
107,108.0,26년,조근현,영화사청어람(주),"(주)인벤트스톤,영화사청어람(주)",2012-11-29,개봉영화,장편,한국,604,"21,241,327,145","2,963,449","6,121,058,611","817,210",액션,15세이상관람가,일반영화
108,109.0,공조,김성훈,"(주)제이케이필름,씨제이이앤엠(주),영화사 이창,(주)에이치비엔터테인먼트",씨제이이앤엠(주),2017-01-18,개봉영화,장편,한국,976,"23,918,185,757","2,957,330","5,907,834,157","707,260",액션,15세이상관람가,일반영화
109,110.0,고지전,장훈,(주)티피에스컴퍼니,(주)쇼박스,2011-07-20,개봉영화,장편,한국,585,"21,968,557,600","2,945,137","6,379,632,100","817,904",드라마,15세이상관람가,일반영화
110,111.0,프리즌,나현,(주)큐로홀딩스,(주)쇼박스,2017-03-23,개봉영화,장편,한국,"1,047","23,790,276,987","2,931,897","5,681,060,637","679,455",범죄,청소년관람불가,일반영화
111,112.0,가장 보통의 연애,김한결,영화사 집,(주)넥스트엔터테인먼트월드(NEW),2019-10-02,개봉영화,장편,한국,"1,073","24,822,316,930","2,917,213","6,614,922,790","753,953",멜로/로맨스,15세이상관람가,일반영화
112,113.0,헬로우 고스트,김영탁,(주)워터앤트리,(주)넥스트엔터테인먼트월드(NEW),2010-12-22,개봉영화,장편,한국,472,"21,154,651,779","2,897,477","6,343,048,000","823,854",코미디,12세이상관람가,일반영화
113,114.0,극비수사,곽경택,"(주)제이콘컴퍼니,(주)영화사 신세계",(주)쇼박스,2015-06-18,개봉영화,장편,한국,894,"22,389,535,897","2,860,786","5,828,885,297","717,981",드라마,15세이상관람가,일반영화
114,115.0,표적,창,"(주)바른손이앤에이,(주)용필름",씨제이이앤엠(주),2014-04-30,개봉영화,장편,한국,665,"22,256,359,300","2,841,788","5,348,606,900","652,750",액션,15세이상관람가,일반영화
115,116.0,너의 결혼식,이석근,"(주)필름케이,(주)외유내강",메가박스중앙(주)플러스엠,2018-08-22,개봉영화,장편,한국,962,"23,670,604,369","2,820,029","5,852,853,319","666,845",멜로/로맨스,12세이상관람가,일반영화
116,117.0,말모이,엄유나,더램프(주),롯데컬처웍스(주)롯데엔터테인먼트,2019-01-09,개봉영화,장편,한국,"1,203","23,682,638,520","2,812,444","5,900,912,990","681,266",드라마,12세이상관람가,일반영화
117,118.0,부당거래,류승완,"필름트레인,(주)외유내강",씨제이엔터테인먼트,2010-10-28,개봉영화,장편,한국,502,"21,326,977,937","2,766,436","7,587,039,000","944,655",범죄,청소년관람불가,일반영화
118,119.0,시라노; 연애조작단,김현석,(주)명필름,롯데쇼핑㈜롯데엔터테인먼트,2010-09-16,개봉영화,장편,한국,402,"20,171,151,599","2,731,828","7,068,438,000","910,652",멜로/로맨스,12세이상관람가,일반영화
119,120.0,내가 살인범이다,정병길,"(주)다세포클럽,(주)쇼박스",(주)쇼박스,2012-11-08,개봉영화,장편,한국,547,"20,338,948,000","2,721,903","6,313,599,000","809,580",액션,청소년관람불가,일반영화
120,121.0,곤지암,정범식,(주)하이브미디어코프,(주)쇼박스,2018-03-28,개봉영화,장편,한국,"1,124","21,442,114,144","2,675,559","4,978,152,594","596,536",공포(호러),15세이상관람가,일반영화
121,122.0,소원,이준익,필름모멘텀,롯데쇼핑㈜롯데엔터테인먼트,2013-10-02,개봉영화,장편,한국,641,"18,251,983,100","2,663,170","3,769,048,600","518,005",드라마,12세이상관람가,일반영화
122,123.0,살인자의 기억법,원신연,"(주)쇼박스,(주)더블유픽처스,(주)그린피쉬,영화사 이창",(주)쇼박스,2017-09-06,개봉영화,장편,한국,"1,064","21,361,479,492","2,656,694","5,389,419,142","643,595",범죄,15세이상관람가,일반영화
123,124.0,탐정 : 더 비기닝,김정훈,(주)크리픽쳐스,씨제이이앤엠(주),2015-09-24,개봉영화,장편,한국,764,"20,463,956,973","2,625,686","4,092,941,173","504,961",코미디,15세이상관람가,일반영화
124,125.0,후궁 : 제왕의 첩,김대승,(주)황기성 사단,롯데쇼핑㈜롯데엔터테인먼트,2012-06-06,개봉영화,장편,한국,624,"19,250,354,500","2,621,436","5,525,028,500","716,851",사극,청소년관람불가,일반영화
125,126.0,지금 만나러 갑니다,이장훈,"(주)무비락,(주)도서관옆스튜디오,(주)푸른나무픽쳐스",롯데쇼핑㈜롯데엔터테인먼트,2018-03-14,개봉영화,장편,한국,"1,163","20,800,916,128","2,602,273","5,390,273,428","652,981",멜로/로맨스,12세이상관람가,일반영화
126,127.0,위험한 상견례,김진영,(주)전망좋은 영화사,롯데쇼핑㈜롯데엔터테인먼트,2011-03-31,개봉영화,장편,한국,524,"19,174,920,500","2,595,625","5,930,105,000","765,417",코미디,12세이상관람가,일반영화
127,128.0,아수라,김성수,(주)사나이픽처스,씨제이이앤엠(주),2016-09-28,개봉영화,장편,한국,"1,278","20,576,226,662","2,594,028","5,577,412,282","676,676",범죄,청소년관람불가,일반영화
128,129.0,굿모닝 프레지던트,장진,소란플레이먼트(주),씨제이엔터테인먼트,2009-10-22,개봉영화,장편,한국,586,"18,770,889,320","2,583,294","6,239,306,300","815,403",코미디,전체관람가,일반영화
129,130.0,보안관,김형주,"(주)영화사 월광,(주)사나이픽처스",롯데쇼핑㈜롯데엔터테인먼트,2017-05-03,개봉영화,장편,한국,"1,091","20,697,532,509","2,571,491","4,093,422,209","491,530",범죄,15세이상관람가,일반영화
130,131.0,기술자들,김홍선,(주)트리니티엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2014-12-24,개봉영화,장편,한국,641,"19,894,297,783","2,564,340","4,534,671,083","564,420",범죄,15세이상관람가,일반영화
131,132.0,시동,최정열,(주)외유내강,(주)넥스트엔터테인먼트월드(NEW),2019-12-18,개봉영화,장편,한국,"1,515","21,236,477,800","2,525,986","4,648,048,780","536,034",드라마,15세이상관람가,일반영화
132,133.0,목격자,조규장,(주)에이디사공육,(주)넥스트엔터테인먼트월드(NEW),2018-08-15,개봉영화,장편,한국,"1,021","21,732,042,597","2,524,086","4,600,434,447","514,732",스릴러,15세이상관람가,일반영화
